,YoY,n1000,Total; Estimate; SUMMARY INDICATORS - Median age (years),Total; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),Total; Estimate; SUMMARY INDICATORS - Age dependency ratio,Total; Estimate; SUMMARY INDICATORS - Child dependency ratio,Estimate; HOUSEHOLDS BY TYPE - Average household size,"Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Unmarried women (widowed, divorced, and never married) - Per 1,000 unmarried women","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 15 to 50 years old","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 15 to 19 years old","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 35 to 50 years old","Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea - Oceania",Estimate; ANCESTRY - Total population - Czech,Estimate; ANCESTRY - Total population - Danish,Estimate; ANCESTRY - Total population - Greek,Estimate; ANCESTRY - Total population - Lithuanian,Estimate; ANCESTRY - Total population - Slovak,Estimate; ANCESTRY - Total population - Swiss,Estimate; COMMUTING TO WORK - Mean travel time to work (minutes),Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Unpaid family workers
13522,0.010980392,0.0,50.4,96.3,64.1,27.7,2.33,65.0,45.0,0.0,76.0,0.0,0.0,19.0,36.0,8.0,126.0,13.0,24.5,6.0
13523,0.074971165,0.0,40.1,85.2,49.4,26.6,2.82,29.0,19.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,19.3,0.0
13524,0.143929912,0.0,37.6,99.2,81.1,51.1,2.82,50.0,83.0,29.0,29.0,0.0,0.0,0.0,10.0,0.0,13.0,7.0,25.2,0.0
13525,0.160288158,0.0,58.7,103.4,91.2,19.4,2.1,0.0,84.0,0.0,94.0,0.0,25.0,8.0,0.0,3.0,0.0,4.0,17.2,4.0
13526,0.08677337800000001,0.0,38.4,100.5,84.4,56.2,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,0.0
13527,-0.0038743,0.0,42.4,89.9,44.5,27.3,2.67,0.0,17.0,0.0,19.0,0.0,0.0,0.0,33.0,25.0,11.0,8.0,29.9,0.0
13528,0.07937365,0.0,46.8,109.0,68.8,34.3,2.77,0.0,40.0,0.0,17.0,0.0,27.0,36.0,8.0,6.0,5.0,5.0,27.3,0.0
13529,0.119519095,0.0,35.1,94.5,71.1,52.4,2.71,138.0,101.0,39.0,0.0,0.0,0.0,0.0,22.0,0.0,12.0,0.0,26.4,0.0
13530,0.042996743,0.0,50.1,111.7,103.5,51.9,2.4,0.0,0.0,0.0,0.0,16.0,13.0,94.0,0.0,0.0,0.0,0.0,26.0,0.0
13531,0.136098981,0.0,27.2,118.7,76.2,64.9,4.04,48.0,75.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,23.0
13532,0.043450882,0.0,39.3,89.9,79.2,45.5,2.69,50.0,39.0,0.0,0.0,0.0,46.0,6.0,0.0,0.0,0.0,197.0,23.8,26.0
13533,0.006242197,0.0,39.3,99.8,65.2,43.7,2.78,48.0,73.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,23.9,0.0
13534,0.042126379000000005,0.0,35.0,100.3,74.7,48.6,2.84,56.0,21.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,24.0,23.8,0.0
13535,0.051846591,0.0,40.4,100.7,78.9,48.7,2.64,4.0,58.0,0.0,67.0,0.0,25.0,41.0,0.0,0.0,0.0,0.0,36.4,17.0
13536,0.07698961900000001,0.0,37.6,98.6,65.3,26.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,20.6,0.0
13537,0.075471698,0.0,33.1,89.2,84.5,52.3,2.65,107.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,34.0,0.0
13538,0.027272727000000004,0.0,51.0,107.3,76.5,27.6,2.34,23.0,18.0,0.0,0.0,0.0,11.0,8.0,0.0,4.0,3.0,0.0,35.2,3.0
13539,-0.001273885,0.0,46.2,97.3,74.9,35.1,2.09,0.0,0.0,0.0,0.0,0.0,8.0,148.0,0.0,7.0,0.0,0.0,10.3,5.0
13540,0.12215478,0.0,45.1,89.9,79.1,34.4,2.73,35.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,37.0,0.0
13541,0.033480733,0.0,29.6,94.8,83.5,62.2,3.32,8.0,68.0,0.0,84.0,0.0,3.0,0.0,5.0,3.0,16.0,83.0,31.9,4.0
13542,0.009749304,0.0,45.4,108.8,64.3,34.5,2.46,0.0,72.0,0.0,44.0,0.0,5.0,6.0,13.0,0.0,6.0,110.0,19.6,0.0
13543,0.004731328,0.0,51.0,85.8,81.7,40.7,2.47,47.0,30.0,36.0,46.0,0.0,4.0,11.0,48.0,4.0,2.0,15.0,22.6,0.0
13544,0.03432282,0.0,57.0,78.4,72.4,19.9,1.87,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,0.0,0.0,13.0,31.7,0.0
13545,-0.017219388000000002,0.0,33.1,112.2,60.1,50.7,3.08,19.0,28.0,0.0,17.0,0.0,28.0,21.0,3.0,3.0,0.0,102.0,31.0,0.0
13546,0.069989396,0.0,38.3,93.1,67.8,45.9,2.53,33.0,49.0,0.0,20.0,0.0,4.0,25.0,5.0,2.0,3.0,26.0,26.9,2.0
13547,0.06828703700000001,0.0,37.5,89.9,87.7,50.5,2.52,44.0,101.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,25.0,15.0
13548,0.129822413,0.0,47.6,93.1,84.5,31.6,2.27,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.2,10.0
13549,0.034267913,0.0,44.6,113.2,55.9,33.5,2.32,23.0,54.0,0.0,7.0,0.0,6.0,49.0,0.0,2.0,0.0,749.0,28.1,5.0
13550,0.08892355699999999,0.0,46.6,99.4,73.7,37.2,2.29,67.0,40.0,163.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,3.0,23.2,0.0
13551,0.06020066900000001,0.0,43.5,101.0,68.3,44.3,2.79,0.0,41.0,0.0,0.0,0.0,0.0,0.0,50.0,18.0,5.0,0.0,24.6,5.0
13552,0.02607987,0.0,45.9,86.5,62.3,31.6,2.58,35.0,31.0,0.0,0.0,0.0,6.0,0.0,2.0,23.0,10.0,3.0,23.4,3.0
13553,0.042950108,0.0,59.2,76.5,82.3,18.0,1.92,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,22.5,0.0
13554,0.107255521,0.0,40.8,104.6,77.4,45.9,2.76,34.0,105.0,103.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4,0.0
13555,0.098888889,0.0,36.9,85.4,52.2,35.2,2.67,10.0,12.0,0.0,16.0,0.0,1.0,0.0,25.0,0.0,23.0,2.0,30.8,0.0
13556,0.012315271,0.0,29.7,97.2,85.5,63.3,3.09,12.0,85.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,26.4,0.0
13557,0.158566221,0.0,44.5,101.8,70.0,39.0,2.42,0.0,63.0,0.0,68.0,0.0,7.0,33.0,14.0,0.0,0.0,5.0,23.1,0.0
13558,0.18001586,0.0,34.2,91.7,64.5,51.6,2.97,73.0,46.0,92.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,21.1,6.0
13559,0.021956088,0.0,32.4,102.1,84.0,60.5,2.85,0.0,95.0,0.0,29.0,0.0,25.0,3.0,0.0,0.0,0.0,71.0,22.2,9.0
13560,0.086277174,0.0,38.1,119.0,63.4,31.5,2.61,62.0,46.0,0.0,0.0,23.0,19.0,45.0,33.0,0.0,0.0,70.0,23.8,6.0
13561,0.07027027,0.0,48.5,108.1,79.4,34.1,2.69,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,24.2,0.0
13562,0.098969072,0.0,43.9,94.8,76.7,35.8,2.58,58.0,69.0,0.0,0.0,0.0,2.0,0.0,54.0,0.0,0.0,0.0,22.6,0.0
13563,0.210093773,0.0,50.5,96.1,112.9,54.2,2.22,0.0,114.0,0.0,0.0,0.0,69.0,15.0,0.0,86.0,0.0,0.0,31.4,0.0
13564,0.18018018,0.0,43.5,88.7,51.4,29.7,2.67,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,40.0,0.0
13565,0.012944984,0.0,42.8,107.9,78.5,31.8,2.19,0.0,91.0,0.0,306.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,34.2,0.0
13566,0.080398162,0.0,48.7,83.7,77.1,28.1,2.24,10.0,23.0,0.0,49.0,0.0,0.0,36.0,2.0,0.0,0.0,0.0,27.3,0.0
13567,0.025104603,0.0,42.5,102.4,63.4,34.5,2.43,95.0,72.0,63.0,31.0,0.0,1.0,8.0,16.0,10.0,0.0,5.0,30.4,0.0
13568,0.073191489,0.0,43.1,100.7,66.5,36.4,2.7,208.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,29.8,0.0
13569,0.055770293,0.0,56.3,103.3,89.3,34.8,2.24,58.0,104.0,0.0,0.0,0.0,48.0,26.0,0.0,4.0,0.0,25.0,35.2,6.0
13570,0.013192612,0.0,49.1,93.1,49.7,25.6,2.76,0.0,50.0,0.0,38.0,0.0,12.0,17.0,16.0,0.0,20.0,21.0,38.0,30.0
13571,0.02962963,0.0,47.6,103.4,71.1,32.5,2.34,94.0,64.0,0.0,9.0,0.0,3.0,0.0,19.0,280.0,48.0,0.0,27.1,4.0
13572,0.089430894,0.0,34.3,100.9,59.9,45.5,3.06,7.0,49.0,0.0,46.0,0.0,45.0,10.0,0.0,9.0,0.0,11.0,31.4,4.0
13573,0.052325581,0.0,39.9,102.6,68.3,38.7,2.46,67.0,67.0,0.0,0.0,0.0,3.0,6.0,14.0,2.0,0.0,11.0,28.5,0.0
13574,0.070646221,0.0,44.5,105.5,60.2,40.7,2.73,0.0,107.0,0.0,49.0,0.0,13.0,14.0,0.0,0.0,0.0,0.0,28.9,0.0
13575,0.044530154,0.0,47.1,110.1,53.7,28.1,2.55,131.0,127.0,0.0,103.0,0.0,0.0,0.0,87.0,57.0,0.0,20.0,27.0,0.0
13576,0.026685393,0.0,46.0,105.8,89.4,46.3,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,0.0
13577,0.122356495,0.0,32.5,100.2,84.2,62.3,3.14,64.0,91.0,13.0,31.0,0.0,0.0,19.0,0.0,0.0,0.0,38.0,15.2,0.0
13578,0.023100616,0.0,35.4,106.8,67.3,48.2,2.67,41.0,77.0,55.0,38.0,0.0,36.0,25.0,4.0,0.0,0.0,64.0,26.1,3.0
13579,0.025242718,0.0,45.6,122.6,97.4,47.6,2.46,0.0,175.0,0.0,124.0,1.0,19.0,16.0,0.0,3.0,0.0,15.0,28.2,14.0
13580,0.044525547,0.0,43.2,102.4,60.3,36.9,2.72,26.0,39.0,0.0,3.0,0.0,0.0,26.0,0.0,0.0,56.0,0.0,29.2,16.0
13581,0.048843188,0.0,46.3,105.0,48.9,25.2,2.36,0.0,16.0,0.0,0.0,0.0,20.0,5.0,0.0,0.0,0.0,0.0,32.2,0.0
13582,0.068424981,0.0,57.3,71.7,68.2,16.1,2.56,0.0,0.0,0.0,0.0,0.0,0.0,26.0,8.0,127.0,0.0,27.0,16.0,0.0
13583,-0.013353116000000002,0.0,43.7,112.6,64.8,33.6,2.65,0.0,0.0,0.0,0.0,0.0,0.0,55.0,15.0,0.0,0.0,0.0,30.8,0.0
13584,0.133274879,0.0,45.0,94.4,57.0,32.6,2.42,49.0,53.0,0.0,19.0,0.0,0.0,12.0,44.0,16.0,4.0,0.0,28.6,0.0
13585,0.156593407,0.0,47.5,107.9,87.7,30.8,2.3,0.0,10.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,0.0
13586,0.025145068,0.0,41.1,98.2,79.6,45.7,2.45,17.0,40.0,0.0,16.0,0.0,36.0,8.0,0.0,0.0,3.0,7.0,30.9,0.0
13587,-0.028841608,0.0,51.2,113.4,60.5,26.8,2.63,0.0,7.0,0.0,12.0,0.0,1.0,7.0,0.0,9.0,0.0,43.0,39.3,0.0
13588,0.163485477,0.0,39.8,100.3,62.4,37.5,2.56,13.0,56.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,0.0
13589,0.022041763,0.0,41.3,111.3,50.1,31.1,2.52,51.0,46.0,0.0,44.0,0.0,39.0,0.0,0.0,2.0,0.0,0.0,19.0,7.0
13590,0.010665686,0.0,46.3,109.8,49.1,28.6,2.64,24.0,23.0,0.0,0.0,0.0,10.0,0.0,32.0,14.0,16.0,18.0,30.0,0.0
13591,0.127366609,0.0,43.0,93.0,76.6,42.2,2.58,21.0,68.0,0.0,54.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,23.7,46.0
13592,0.08411215,0.0,50.4,111.2,61.7,24.8,2.21,31.0,56.0,0.0,34.0,0.0,4.0,23.0,22.0,13.0,0.0,0.0,42.0,0.0
13593,0.196363636,0.0,47.0,88.9,64.2,35.7,2.76,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,36.2,0.0
13594,0.08773355,0.0,44.8,90.0,61.0,33.8,2.89,4.0,28.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,99.0,32.4,0.0
13595,0.247804878,0.0,50.3,94.3,55.9,27.7,2.61,0.0,37.0,0.0,0.0,0.0,31.0,46.0,0.0,0.0,0.0,0.0,34.3,57.0
13596,0.055137845,0.0,43.3,94.0,73.8,45.3,2.54,119.0,140.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1,0.0
13597,0.030075188,0.0,64.1,98.6,126.8,18.9,1.92,92.0,70.0,400.0,0.0,0.0,24.0,35.0,0.0,19.0,13.0,0.0,19.0,0.0
13598,0.129051267,0.0,30.3,87.7,71.4,58.6,3.75,63.0,33.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,13.0
13599,0.057093426,0.0,43.8,101.7,56.1,38.5,2.85,15.0,28.0,0.0,30.0,3.0,5.0,17.0,46.0,24.0,3.0,0.0,27.7,6.0
13600,0.042207792,0.0,35.8,104.4,60.7,41.9,2.76,40.0,50.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,3.0,23.7,0.0
13601,0.108607741,0.0,50.9,117.7,89.1,35.1,2.36,0.0,61.0,0.0,59.0,0.0,44.0,41.0,4.0,0.0,3.0,13.0,30.2,7.0
13602,0.02857928,0.0,43.9,109.3,67.9,40.5,2.89,0.0,41.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,17.0,35.1,15.0
13603,0.048237477,0.0,37.5,130.6,63.6,42.9,2.72,77.0,42.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,29.6,1.0
13604,0.029672276,0.0,46.5,90.6,93.5,47.7,2.93,64.0,66.0,51.0,0.0,1.0,0.0,8.0,0.0,3.0,0.0,0.0,31.8,0.0
13605,0.028364116,0.0,33.4,96.8,70.8,53.2,2.86,51.0,69.0,37.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,22.4,8.0
13606,0.092065618,0.0,53.4,86.2,81.6,33.4,2.2,0.0,107.0,0.0,172.0,7.0,17.0,28.0,0.0,0.0,30.0,6.0,14.7,0.0
13607,0.006614551999999999,0.0,47.4,90.0,74.7,30.1,2.43,57.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,23.5,19.0
13608,0.044494721,0.0,50.8,106.3,70.7,32.5,2.23,152.0,91.0,0.0,0.0,2.0,0.0,0.0,21.0,0.0,0.0,0.0,29.9,0.0
13609,0.071856287,0.0,57.7,93.1,123.6,43.9,2.43,0.0,0.0,0.0,0.0,0.0,23.0,8.0,0.0,46.0,0.0,6.0,19.1,0.0
13610,0.058057515,0.0,48.3,98.6,61.2,26.9,2.55,0.0,122.0,0.0,54.0,0.0,0.0,0.0,36.0,8.0,0.0,0.0,23.4,0.0
13611,0.015503876000000003,0.0,39.8,100.7,63.8,38.7,2.43,69.0,78.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,93.0,0.0,26.3,3.0
13612,0.124489796,0.0,52.6,79.9,84.5,37.1,2.52,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,29.7,3.0
13613,0.081944444,0.0,45.3,113.4,51.4,30.8,2.74,121.0,74.0,20.0,0.0,0.0,0.0,30.0,16.0,0.0,0.0,0.0,30.1,10.0
13614,0.022208884,0.0,53.3,87.2,80.7,32.3,2.11,56.0,76.0,0.0,0.0,0.0,7.0,11.0,63.0,0.0,0.0,7.0,21.1,3.0
13615,0.060175055,0.0,39.6,107.9,91.6,49.2,2.39,0.0,100.0,0.0,47.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.7,7.0
13616,0.062799826,0.0,42.7,79.8,64.0,40.2,2.56,179.0,87.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,0.0,23.8,0.0
13617,0.052457467,0.0,38.8,99.4,53.7,34.3,2.67,0.0,29.0,0.0,0.0,0.0,67.0,20.0,2.0,0.0,9.0,4.0,28.3,2.0
13618,0.003071919,0.0,43.5,96.4,67.8,40.8,2.84,0.0,31.0,0.0,37.0,0.0,122.0,7.0,0.0,13.0,42.0,35.0,38.0,0.0
13619,0.084815321,0.0,40.2,118.6,61.3,44.4,3.02,80.0,52.0,0.0,0.0,13.0,0.0,0.0,35.0,0.0,0.0,0.0,32.3,0.0
13620,0.118703551,0.0,49.4,98.4,80.7,35.5,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,14.0,16.5,0.0
13621,-0.001951854,0.0,50.0,111.8,54.9,24.4,2.32,25.0,30.0,0.0,18.0,0.0,19.0,0.0,1.0,4.0,29.0,9.0,28.7,2.0
13622,0.091582848,0.0,32.6,93.6,79.6,61.4,3.09,49.0,40.0,0.0,0.0,0.0,20.0,0.0,17.0,0.0,0.0,4.0,28.1,0.0
13623,0.169384058,0.0,35.0,92.8,95.1,60.3,3.01,118.0,70.0,193.0,20.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,26.4,0.0
13624,0.005545287,0.0,46.2,117.6,76.3,36.4,2.78,0.0,101.0,0.0,78.0,0.0,45.0,17.0,0.0,0.0,0.0,12.0,30.0,0.0
13625,0.111255411,0.0,43.5,101.9,67.3,41.1,2.6,20.0,42.0,31.0,24.0,0.0,0.0,8.0,0.0,0.0,2.0,7.0,36.6,0.0
13626,0.083977901,0.0,37.0,141.8,42.1,25.2,2.61,79.0,78.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,26.0,18.1,0.0
13627,0.055449331,0.0,46.9,92.7,75.1,34.5,2.57,0.0,4.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,29.6,0.0
13628,0.019420376,0.0,32.4,362.5,6.7,1.1,1.24,0.0,0.0,14.463115019072864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,0.0
13629,0.022524882000000003,0.0,39.0,108.0,75.2,47.8,2.69,0.0,78.0,0.0,0.0,0.0,18.0,68.0,0.0,0.0,0.0,31.0,25.9,0.0
13630,0.102514507,0.0,38.0,102.8,74.9,45.6,2.52,33.0,110.0,0.0,39.0,0.0,20.0,0.0,0.0,0.0,3.0,85.0,22.9,0.0
13631,0.009170488,0.0,46.4,102.4,67.7,31.9,2.87,0.0,111.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,31.4,0.0
13632,0.0768,0.0,48.0,89.3,63.8,25.7,2.26,33.0,50.0,90.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,20.2,0.0
13633,0.076923077,0.0,38.0,96.4,64.4,37.9,2.42,65.0,57.0,36.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,25.0,17.4,3.0
13634,0.047368421,0.0,38.5,100.8,72.1,43.1,3.15,159.0,122.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0
13635,0.103565365,0.0,34.0,111.2,69.0,49.5,2.77,53.0,69.0,28.0,15.0,0.0,11.0,6.0,11.0,15.0,5.0,158.0,27.6,26.0
13636,0.04324684,0.0,44.0,92.3,68.8,36.4,2.58,105.0,70.0,0.0,0.0,22.0,18.0,0.0,9.0,33.0,62.0,5.0,28.7,0.0
13637,-0.088319088,0.0,42.0,106.7,60.2,35.3,2.58,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,0.0
13638,0.063674322,0.0,51.2,98.1,68.9,27.1,2.52,27.0,51.0,0.0,52.0,0.0,5.0,0.0,12.0,1.0,20.0,21.0,28.3,0.0
13639,0.078539823,0.0,57.4,88.6,78.5,18.4,1.96,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,7.0,19.0,34.5,0.0
13640,0.023048327,0.0,45.2,84.1,53.2,32.2,2.61,155.0,87.0,0.0,0.0,0.0,28.0,0.0,17.0,0.0,9.0,0.0,24.0,5.0
13641,0.174899866,0.0,49.3,106.7,95.6,51.9,2.31,0.0,0.0,0.0,0.0,0.0,26.0,0.0,15.0,0.0,3.0,0.0,62.3,0.0
13642,0.0044444440000000005,0.0,41.4,97.2,67.5,41.1,2.66,0.0,20.0,0.0,28.0,0.0,0.0,0.0,0.0,38.0,17.0,9.0,31.5,0.0
13643,0.027930175,0.0,44.5,107.1,52.5,29.2,2.9,42.0,60.0,0.0,0.0,0.0,0.0,17.0,13.0,4.0,0.0,15.0,33.8,5.0
13644,0.069660334,0.0,47.6,103.8,76.6,37.3,2.25,12.0,81.0,0.0,21.0,0.0,15.0,21.0,0.0,0.0,0.0,45.0,23.4,0.0
13645,0.087994034,0.0,44.9,102.5,91.1,45.8,2.25,0.0,94.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,19.9,0.0
13646,0.121052632,0.0,36.7,76.9,90.8,54.1,2.4,126.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,0.0
13647,0.18879056,0.0,44.1,110.1,63.8,32.1,2.69,32.0,115.0,14.463115019072864,106.0,0.0,12.0,6.0,0.0,0.0,0.0,9.0,28.1,3.0
13648,0.08840864400000001,0.0,50.6,93.9,66.5,30.9,2.32,39.0,21.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,30.6,0.0
13649,0.011306533,0.0,48.9,86.1,53.1,23.8,2.32,74.0,42.0,0.0,48.0,0.0,20.0,0.0,7.0,0.0,21.0,7.0,34.3,0.0
13650,-0.001097695,0.0,38.8,98.4,81.6,49.5,2.58,157.0,139.0,0.0,29.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,18.5,4.0
13651,0.048192771,0.0,35.5,112.7,75.6,46.2,2.63,38.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,33.7,0.0
13652,0.160958904,0.0,44.1,102.2,79.8,39.9,2.42,61.0,49.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,28.9,0.0
13653,0.003805175,0.0,52.0,87.9,75.2,31.3,2.57,0.0,0.0,0.0,0.0,0.0,14.0,0.0,23.0,0.0,0.0,0.0,26.9,0.0
13654,0.06612411,0.0,36.7,101.7,55.2,36.9,3.45,0.0,40.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,46.5,0.0
13655,0.022099448,0.0,36.3,107.4,80.8,55.6,2.64,17.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,4.0,17.0,24.3,0.0
13656,0.079302725,0.0,52.3,81.5,84.9,37.8,2.76,0.0,89.0,0.0,105.0,0.0,34.0,0.0,0.0,0.0,0.0,24.0,28.9,0.0
13657,-0.045931759,0.0,57.3,94.0,95.1,30.3,2.1,9.0,9.0,0.0,8.0,0.0,3.0,0.0,0.0,11.0,2.0,15.0,30.6,0.0
13658,0.007349080999999999,0.0,41.5,103.8,67.4,44.3,2.52,38.0,27.0,0.0,10.0,0.0,25.0,59.0,14.0,7.0,0.0,7.0,27.5,0.0
13659,0.108711839,0.0,41.0,97.7,53.6,37.0,2.73,19.0,93.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.9,0.0
13660,0.121827411,0.0,43.7,91.9,72.6,38.1,2.3,19.0,50.0,10.0,26.0,0.0,19.0,10.0,4.0,0.0,0.0,14.0,18.1,4.0
13661,0.005221932,0.0,43.1,136.2,48.7,32.3,2.49,67.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0
13662,0.015553522,0.0,31.6,107.5,62.6,47.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
13663,0.002932551,0.0,48.6,101.1,74.6,36.5,2.02,0.0,17.0,0.0,0.0,0.0,13.0,5.0,0.0,4.0,0.0,0.0,18.2,3.0
13664,0.043372022,0.0,44.7,100.2,60.8,31.8,2.4,56.0,88.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,13.0,10.0,24.8,0.0
13665,0.108940646,0.0,47.4,122.5,99.2,49.6,2.47,42.0,34.0,0.0,0.0,0.0,5.0,80.0,0.0,4.0,0.0,23.0,26.9,0.0
13666,0.041484716,0.0,41.2,109.9,63.5,36.6,2.56,22.0,13.0,0.0,25.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,22.7,0.0
13667,0.038238141,0.0,46.6,110.5,95.9,53.2,2.63,0.0,203.0,0.0,191.0,32.0,4.0,0.0,0.0,0.0,0.0,0.0,18.2,0.0
13668,0.071777344,0.0,43.0,182.7,36.9,23.7,3.0,11.0,37.0,0.0,26.0,6.0,24.0,3.0,4.0,0.0,0.0,0.0,42.3,0.0
13669,0.106332139,0.0,44.8,105.3,55.9,28.6,3.18,22.0,46.0,0.0,100.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,30.1,0.0
13670,-0.06167979,0.0,47.0,109.7,70.4,35.6,2.44,19.0,57.0,0.0,29.0,0.0,20.0,21.0,2.0,0.0,3.0,13.0,28.7,7.0
13671,-0.001631321,0.0,50.7,97.7,89.9,38.2,1.97,63.0,64.0,0.0,0.0,0.0,93.0,13.0,0.0,2.0,0.0,13.0,15.5,0.0
13672,0.050417362,0.0,35.8,124.0,99.3,77.4,3.53,0.0,48.0,0.0,0.0,0.0,30.0,120.0,0.0,0.0,9.0,138.0,36.8,0.0
13673,0.00464828,0.0,52.8,86.2,94.8,42.0,2.27,0.0,45.0,0.0,101.0,4.0,7.0,8.0,0.0,0.0,24.0,40.0,29.2,0.0
13674,-0.137560976,0.0,43.5,101.2,61.6,34.9,2.42,0.0,22.0,0.0,23.0,4.0,7.0,3.0,0.0,3.0,8.0,9.0,21.9,0.0
13675,0.07529843900000001,0.0,48.5,101.4,72.9,35.7,2.53,59.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,33.9,0.0
13676,0.010611735,0.0,41.4,95.2,76.2,49.3,2.62,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,29.0,0.0
13677,0.053584906,0.0,59.9,93.1,85.6,21.4,2.07,0.0,20.0,0.0,7.0,0.0,2.0,10.0,0.0,7.0,0.0,8.0,27.9,4.0
